,country,year,d_civil_conflict,preds,preds_proba
566,Guinea,2023,0,0,0.025777272171358858
567,Burkina Faso,2017,0,0,0.12414754804460894
568,Burkina Faso,2018,1,0,0.09274828374603075
569,Burkina Faso,2019,1,1,0.9697337405576171
570,Burkina Faso,2020,1,1,0.9685923487635704
571,Burkina Faso,2021,1,1,0.8801785849791806
572,Burkina Faso,2022,1,1,0.9124145316388529
573,Burkina Faso,2023,1,1,0.898527111151421
574,Liberia,2017,0,0,0.0005608255396840115
575,Liberia,2018,0,0,0.0009398877288820926
576,Liberia,2019,0,0,0.00043085655278899033
577,Liberia,2020,0,0,4.82065366960851e-05
578,Liberia,2021,0,0,4.82065366960851e-05
579,Liberia,2022,0,0,0.0001858663203735679
580,Liberia,2023,0,0,0.00011514094097988697
581,Sierra Leone,2017,0,0,0.006602589377294391
582,Sierra Leone,2018,0,0,1.4800936629845183e-05
583,Sierra Leone,2019,0,0,1.4800936629845183e-05
584,Sierra Leone,2020,0,0,1.4800936629845183e-05
585,Sierra Leone,2021,0,0,1.4800936629845183e-05
586,Sierra Leone,2022,0,0,0.00015790587785425542
587,Sierra Leone,2023,0,0,6.828362285589424e-06
588,Ghana,2017,0,0,6.828362285589424e-06
589,Ghana,2018,0,0,6.828362285589424e-06
590,Ghana,2019,0,0,0.08503515604494896
591,Ghana,2020,0,0,0.08226799326672421
592,Ghana,2021,0,0,0.09025617045346777
593,Ghana,2022,0,0,0.11283364045651799
594,Ghana,2023,0,0,0.09284003802070435
595,Togo,2017,0,0,6.828362285589424e-06
596,Togo,2018,0,0,6.828362285589424e-06
597,Togo,2019,0,0,0.09015969016906505
598,Togo,2020,0,0,0.10306822062972874
599,Togo,2021,0,0,0.08770364388062624
600,Togo,2022,1,0,0.08503515604494896
601,Togo,2023,1,1,0.898527111151421
602,Cameroon,2017,1,1,0.7804413708938774
603,Cameroon,2018,1,1,0.9442386176383774
604,Cameroon,2019,1,1,0.9697337405576171
605,Cameroon,2020,1,1,0.9685923487635704
606,Cameroon,2021,1,1,0.8801785849791806
607,Cameroon,2022,1,1,0.9124145316388529
608,Cameroon,2023,1,1,0.898527111151421
609,Nigeria,2017,1,1,0.7804413708938774
610,Nigeria,2018,1,1,0.9442386176383774
611,Nigeria,2019,1,1,0.9697337405576171
612,Nigeria,2020,1,1,0.9685923487635704
613,Nigeria,2021,1,1,0.8801785849791806
614,Nigeria,2022,1,1,0.9124145316388529
615,Nigeria,2023,1,1,0.898527111151421
616,Gabon,2017,0,0,0.12414754804460894
617,Gabon,2018,0,0,0.09274828374603075
