,country,year,d_sb,preds,preds_proba
519,Mali,2018,1,1,0.8831364716849722
520,Mali,2019,1,1,0.8844386175791094
521,Mali,2020,1,1,0.885699356851578
522,Mali,2021,1,1,0.966454566109154
523,Mali,2022,1,1,0.9659242796247973
524,Mali,2023,1,1,0.7979039634405816
525,Senegal,2017,0,0,0.31110210402914334
526,Senegal,2018,0,0,0.11609739719070145
527,Senegal,2019,0,0,0.07372549546908615
528,Senegal,2020,0,0,0.06879851703248595
529,Senegal,2021,0,0,0.05039733617176154
530,Senegal,2022,0,0,0.031677591599967775
531,Senegal,2023,0,0,0.03631436976994936
532,Benin,2017,0,0,0.07270638571930561
533,Benin,2018,0,0,0.07995375950172803
534,Benin,2019,0,0,0.07488401639342988
535,Benin,2020,1,0,0.10804758896784665
536,Benin,2021,1,1,0.966454566109154
537,Benin,2022,1,1,0.9659242796247973
538,Benin,2023,1,1,0.7979039634405816
539,Mauritania,2017,0,0,0.08235805396123931
540,Mauritania,2018,0,0,0.059837535146449544
541,Mauritania,2019,0,0,0.04805796940637657
542,Mauritania,2020,0,0,0.034456394351133894
543,Mauritania,2021,0,0,0.035408330149871055
544,Mauritania,2022,0,0,0.019681513138908077
545,Mauritania,2023,1,0,0.018925246372252794
546,Niger,2017,1,1,0.8903290945192878
547,Niger,2018,1,1,0.8831364716849722
548,Niger,2019,1,1,0.8844386175791094
549,Niger,2020,1,1,0.885699356851578
550,Niger,2021,1,1,0.966454566109154
551,Niger,2022,1,1,0.9659242796247973
552,Niger,2023,1,1,0.7979039634405816
553,Ivory Coast,2017,0,0,0.08235805396123931
554,Ivory Coast,2018,0,0,0.059837535146449544
555,Ivory Coast,2019,0,0,0.04805796940637657
556,Ivory Coast,2020,0,0,0.034456394351133894
557,Ivory Coast,2021,0,0,0.035408330149871055
558,Ivory Coast,2022,0,0,0.019681513138908077
559,Ivory Coast,2023,0,0,0.018925246372252794
560,Guinea,2017,0,0,0.06848756743277336
561,Guinea,2018,0,0,0.037057083852625364
562,Guinea,2019,0,0,0.016777778375153783
563,Guinea,2020,0,0,0.014621585947133416
564,Guinea,2021,0,0,0.021654879030171176
565,Guinea,2022,0,0,0.01573218821396187
566,Guinea,2023,0,0,0.01743383722749943
567,Burkina Faso,2017,1,0,0.07270638571930561
568,Burkina Faso,2018,1,1,0.8831364716849722
569,Burkina Faso,2019,1,1,0.8844386175791094
570,Burkina Faso,2020,1,1,0.885699356851578
571,Burkina Faso,2021,1,1,0.966454566109154
572,Burkina Faso,2022,1,1,0.9659242796247973
